1 Thread, 1 Increment
Expected Result: 1
Method Two,32000000,11.5266
Method Three,32000000,12.1812
Method Four,32000000,1.24899
Method Five,32000000,0.18377

Method One,6798846,0.158249
Method Two,32000000,11.3286
Method Three,32000000,12.2876
Method Four,32000000,0.958883
Method Five,32000000,0.182333

Method One,5930128,0.183341
Method Two,32000000,11.3856
Method Three,32000000,11.7186
Method Four,32000000,1.20663
Method Five,32000000,0.202189

Threads 32, Increments 10000000
Expected Result: 320000000
Method One,24451645,2.30302
Method Two,320000000,115.926
Method Three,320000000,120.841
Method Four,320000000,11.7549
Method Five,320000000,1.84267

Method One,24012243,2.31957
Method Two,320000000,112.595
Method Three,320000000,122.414
Method Four,320000000,12.35
Method Five,320000000,1.32656

Expected Result: 320000000
Method One,38115536,2.11681
Method Two,320000000,112.766
Method Three,320000000,118.461
Method Four,320000000,9.45439
Method Five,320000000,1.08467

Method One,34111721,2.1728
Method Two,320000000,115.641
Method Three,320000000,120.037
Method Four,320000000,13.005
Method Five,320000000,1.54843

Expected Result: 320000000
Method One,57020867,1.971
Method Two,320000000,111.347
Method Three,320000000,116.666
Method Four,320000000,9.01392
Method Five,320000000,1.9919
